           0      114.62
           1     81.5262
           2     106.795
           3      84.508
           4     90.2851
           5     89.3229
           6     91.6132
           7     107.976
           8     88.6598
           9     89.2266
          10     97.7123
          11     83.1171
          12     122.171
          13     112.102
          14      81.901
          15     108.979
          16     96.4898
          17     116.405
          18     112.384
          19     91.5838
          20     87.2958
          21      94.873
          22     86.4887
          23     87.9649
          24      108.64
          25     112.426
          26     107.404
          27     104.854
          28     83.7685
          29     92.4377
          30     107.004
          31       87.83
          32     102.158
          33     99.3816
          34     81.2938
          35     85.5529
          36     103.716
          37     94.4972
          38     107.925
          39     135.519
          40     91.1752
          41     105.052
          42     113.471
          43     75.4547
          44     100.195
          45     91.7419
          46     107.037
          47      107.27
          48     96.3927
          49     105.684
          50     106.637
          51     92.6064
          52     92.9061
          53     99.9291
          54     102.639
          55     88.7464
          56     104.007
          57      101.78
          58     123.218
          59     112.932
          60     98.6693
          61     100.947
          62     94.8695
          63     105.749
          64     135.657
          65     110.077
          66     109.301
          67      82.413
          68     83.3041
          69      95.273
          70     105.553
          71     100.396
          72     108.864
          73     109.129
          74     126.811
          75     103.388
          76     94.1739
          77     103.802
          78     106.458
          79     89.2646
          80     130.053
          81     102.621
          82     89.7462
          83     113.537
          84     74.2354
          85     108.942
          86     96.0894
          87     86.9009
          88     102.949
          89     147.949
          90     114.159
          91     107.882
          92     92.0788
          93     128.001
          94      104.86
          95     93.0486
          96     81.6105
          97     107.876
          98     103.419
          99     102.794
