                   0           0.0670905           0.0711731             1.52483            0.915462
                   1             2.94432            0.147201             1.28452             1.14436
                   2             1.08023             2.55981             1.03869             1.00479
                   3            0.226567             2.11871             1.27685             1.03496
                   4            0.191287             0.46242             1.01348            0.993774
                   5             1.16019            0.639301             1.04806            0.863234
                   6            0.740655            0.326593            0.400345             1.15853
                   7            0.830402             1.65314             1.38791            0.886225
                   8            0.116242             1.49051            0.946035             1.01943
                   9            0.824166             0.80415             1.27538            0.918208
                  10            0.302277             1.20217             1.25547             1.01089
                  11            0.139546            0.559621            0.617468              1.0864
                  12             1.76188            0.789173            0.858334             1.01216
                  13            0.148042            0.919004             1.18506            0.945208
                  14             0.37402            0.252533             1.21431             1.10913
                  15            0.479977             1.04012             1.34692            0.942321
                  16            0.651521            0.341683            0.789213             1.05898
                  17            0.587468             1.04568             1.30394            0.910064
                  18           0.0648664            0.934964            0.843304             1.03257
                  19            0.368495             1.69453             1.38118            0.871933
                  20            0.444671            0.269147            0.847046            0.918527
                  21           0.0265323            0.392148             1.05948            0.848944
                  22             4.34279             1.67143            0.547533             1.04239
                  23            0.587461             0.40633              1.1254             0.81712
                  24            0.548951             2.11509            0.619238            0.985455
                  25            0.457856             1.74155             1.13896             0.99408
                  26            0.264444             1.44168             1.09014             1.07492
                  27           0.0391299            0.810288            0.736031            0.814991
                  28            0.345776             1.33603             1.38673            0.961153
                  29             1.11147            0.772777            0.539659            0.870018
                  30            0.446326            0.472637            0.914508             1.10681
                  31             0.39247             1.41665            0.598026            0.881764
                  32            0.377015             2.04901            0.962689             1.02795
                  33            0.380412              1.8637            0.926676             1.00792
                  34             1.20924            0.771235            0.911714             1.05306
                  35            0.465283            0.436454             1.10842            0.882385
                  36            0.490893            0.246801             1.47259             1.04592
                  37            0.395445            0.634501            0.838965             1.01684
                  38             3.21531            0.718482             1.41143              1.0264
                  39            0.944803            0.163727            0.860523             1.07314
                  40             1.19603             1.03627             1.11489             1.11914
                  41             1.19179             1.68097            0.755259            0.950708
                  42            0.855415            0.217253            0.852505             1.01548
                  43             1.09073            0.740492             1.50984             1.08085
                  44            0.284613            0.869048            0.675388            0.960219
                  45             1.22359            0.582748            0.322692             1.03675
                  46            0.364543            0.306815             1.33279             1.03968
                  47            0.826966             1.06289             1.26445            0.984204
                  48             1.63383             1.93761             1.09054             1.03233
                  49             0.70911            0.729164            0.735405             1.00454
                  50            0.230977             2.01442              1.1985             1.00081
                  51            0.682586             1.74107               1.409              1.2135
                  52             0.92286            0.229855             1.13847             1.13666
                  53             2.22856            0.626845            0.890332            0.948227
                  54            0.591159             0.95544             1.34533            0.987156
                  55             1.10695            0.684891              1.1681             1.01176
                  56            0.544738             1.02231             1.43108             1.01382
                  57             1.06256             1.58974            0.915195            0.997462
                  58             0.55269             1.58133            0.819094            0.926145
                  59            0.277559            0.458891             1.03855             1.05791
                  60            0.707802            0.412132              1.5776            0.991628
                  61            0.344231              1.4829             1.18772             1.01129
                  62            0.822174             2.00374             1.41953             1.14747
                  63           0.0974537            0.895867            0.901387             1.03302
                  64              1.0757              1.2669            0.941899            0.866202
                  65            0.885957             1.80982            0.845594             0.96616
                  66            0.973979            0.393887             1.63264             1.02501
                  67             2.37054            0.447379            0.665771            0.968762
                  68            0.869994             0.78963             1.08519            0.998781
                  69            0.248172             2.57503            0.841056            0.992809
                  70             0.11444            0.218779             1.24118             0.99002
                  71             2.49791             1.17772             1.63058             1.10444
                  72             1.94346            0.646077            0.688276            0.989443
                  73             2.03771            0.179612             1.10875             1.03105
                  74           0.0998559            0.169331             1.17697            0.891577
                  75             2.44344             1.14619            0.926275             1.10675
                  76            0.328849            0.548703             0.98127             1.03978
                  77           0.0137855             1.43662            0.932385            0.901588
                  78            0.195856            0.379253              1.2546             1.29408
                  79              2.9379            0.536976            0.815522             1.13159
                  80            0.390911            0.474719              1.1032            0.969083
                  81             2.33015            0.743117            0.728226             1.13367
                  82            0.139749           0.0917556             1.60189            0.780172
                  83            0.858149            0.645523            0.731559             1.02982
                  84             3.46313            0.267079             1.86938             1.01375
                  85            0.115327            0.785638             1.13854             1.01141
                  86            0.283699             1.61673             1.30325            0.960866
                  87             0.45147            0.814262             1.53314             1.00079
                  88            0.258471             1.86433            0.639534             1.01456
                  89           0.0743088            0.326573             1.00698             1.06215
                  90              2.2804            0.612838            0.874065            0.906348
                  91             1.03939             1.08245             1.11703            0.884903
                  92            0.321265             1.51772             1.35952             1.01265
                  93            0.605366             0.65806             1.24983             1.03944
                  94            0.893955            0.433223            0.757946             1.17535
                  95             5.48403            0.146838              1.0982            0.943105
                  96            0.368917            0.213363             1.08351              1.2468
                  97             1.85835            0.912471             1.15797               1.023
                  98             0.18531             0.79574             1.07439            0.920193
                  99             2.93481             1.68332             1.18877            0.949748
                 100             2.13681            0.384094            0.604893            0.895921
                 101             1.70824             1.38479             1.81251            0.968036
                 102           0.0350602              1.8898            0.718244             1.21975
                 103            0.168999            0.862121            0.792933             1.01518
                 104            0.679228              0.6978            0.830132             0.89748
                 105              4.6887             1.55208             1.35173             1.22376
                 106             0.40531            0.638976             1.46794             0.90167
                 107            0.640352            0.925337            0.741994            0.892939
                 108            0.681467             1.21922            0.678107            0.948291
                 109           0.0871537             2.35832            0.757736            0.970591
                 110            0.990498             2.49991            0.745452            0.878418
                 111           0.0382344             1.44461              1.5022             1.02863
                 112             1.66589             1.50991             1.18373             1.11403
                 113           0.0145874            0.586001             1.04114            0.930093
                 114           0.0203258             0.15358             1.56372             1.05761
                 115            0.757654            0.917703            0.749527            0.925161
                 116            0.289752            0.405178            0.876318             1.03734
                 117            0.565036            0.572794             0.70665            0.955369
                 118             0.18465            0.876681            0.455502             1.21194
                 119            0.780237             1.36325            0.643393             1.07929
                 120            0.287498             1.15402            0.648805             1.01314
                 121            0.124383            0.515577             1.08289            0.905881
                 122             3.13726            0.870063              0.7091            0.833301
                 123             0.68726             1.57359             1.00737             1.27969
                 124            0.420972             1.69768             1.37241            0.874798
                 125            0.715682            0.882287            0.888715             1.01773
                 126            0.266311            0.763389             1.02462             1.07039
                 127           0.0214924             1.81463             1.46876            0.956993
                 128            0.483019            0.933767            0.765049            0.944334
                 129            0.883982            0.632237            0.885117             1.10542
                 130            0.521212             1.40029            0.722436            0.997352
                 131             0.88082             2.02157             1.44362             0.93684
                 132             3.57595             0.62182             1.13293              1.0873
                 133           0.0935741             0.13779             1.03564            0.869356
                 134              1.0149             1.68721            0.582298            0.977944
                 135             2.93111            0.787105             1.31414            0.973913
                 136              1.3164              1.4568             1.06486            0.810392
                 137            0.438516            0.563221            0.697119            0.954369
                 138             1.28412            0.362271            0.647058             1.03924
                 139               1.099             1.63675             1.02849            0.955717
                 140            0.180462            0.706598            0.725787             1.05584
                 141            0.694321            0.994531             1.36488             1.10222
                 142             1.69559             2.46486            0.852097            0.910427
                 143             1.41756            0.842946             0.74866             1.01253
                 144             2.16189             1.55392             1.24491            0.816522
                 145               1.029             1.43019            0.895808             1.09228
                 146            0.174188             2.15648             1.25374            0.964294
                 147            0.903573            0.413355             0.66767             1.10683
                 148            0.255869            0.413338            0.845299            0.950546
                 149            0.309711            0.253094             1.70096            0.988455
                 150             1.46524             1.43818             1.21015             1.14549
                 151             0.32381             1.01575            0.611625            0.831407
                 152             0.51317            0.560812            0.802493             1.00342
                 153            0.125522            0.832471             1.03538             1.03277
                 154            0.125351            0.601241              1.2943             1.07785
                 155             1.51033            0.685855             1.16107             1.06797
                 156             1.69863             1.34188             1.24949             1.04444
                 157             1.09581             1.55613            0.896011             1.02017
                 158              1.1088             1.03896             1.14946             1.10559
                 159             3.42044             1.42626              1.0627            0.873868
                 160            0.625111             0.71433            0.740543             0.97711
                 161             1.50941            0.868001            0.902442             1.04777
                 162            0.724719            0.322828             1.09716             1.06463
                 163              1.5751             1.04474            0.963977            0.742464
                 164             1.88364              1.8597            0.762404              1.0267
                 165             1.36027              1.1119            0.848316             1.06415
                 166             0.28188             2.34506             1.13237            0.925673
                 167           0.0513843            0.522612             1.30245            0.883366
                 168            0.137132            0.281792             1.59437            0.998369
                 169             2.26147            0.777017            0.571339             1.07509
