         0          1       1.98       3.18       3.78       4.76       5.82       6.62        7.4       9.08      10.32      11.64      12.48      14.02      15.32      16.74      18.68       20.3      21.34      23.42      23.94      24.64      25.52      26.26       28.6      28.36      29.12      29.94      31.82       33.4      34.26      34.94      36.48      38.02      38.96       41.3      42.42      43.74      45.96      47.28      48.14      48.76      49.04       48.8      50.06      49.08      50.34      49.98      50.74      52.36      52.28      52.58       53.9      54.32      54.98      55.04      55.46      55.06       55.4       58.6      60.86      63.66       66.5       66.1      66.84      67.92      68.82       70.2      70.38      69.96      67.94      69.88      71.94      73.18      73.74      74.48      75.12      75.58      77.72      77.98      76.86      77.42      77.24      79.18       79.3      78.34         80      80.46      80.98       81.5      82.22      84.76       83.7       84.1      83.32      84.18      84.44      84.82       86.1      86.86 
         0          1       2.02       3.28       4.38       5.84       6.54       7.54        8.3       9.46      10.58       11.5      12.02       12.7       13.4      14.28      14.76       16.4      17.42      18.42       19.8      20.78      22.88       23.5      25.46      26.18      26.04       26.8      28.16       29.5      31.34      32.02      32.92      32.82      33.96      34.74      36.52       37.4      38.76      39.38      39.66      41.18       40.9      42.44      42.72       43.3      44.06      46.34      48.78       50.3      51.64      52.54      53.74      54.26      55.92       56.7       57.1      57.64         59      60.08      61.44       62.8       64.8       64.7      67.34      69.24      68.44      70.12      71.48      72.32      72.18      73.16      74.22      74.38      74.98      75.44      75.06      76.48      77.66      78.22      79.26      79.66       81.6       84.1       85.3      86.84      88.54      87.78      87.78      89.04      88.56       89.4      89.62      91.16      91.06      91.74      93.86      94.56      94.62      96.34 
         0          1       2.08       3.02       4.18       5.04       5.88        6.7       6.94       7.72        8.5       8.98      10.26      11.22      12.24      13.42      15.02      15.92       16.6      18.22      18.94      20.22       20.6      20.52      21.04      21.52       22.6      24.36      25.58       26.6      27.56      29.02      29.72      30.78      32.18       33.1      33.64      35.56         37       37.6      38.14      39.22       39.8      40.08      40.38      41.62      42.26      43.06      43.68      45.44      46.44       47.3       48.1      48.72      48.76      49.56      50.14       50.2      51.32       51.4      50.86       51.2      50.04      49.88      50.58       50.8      51.72      53.28       54.6      56.18      58.38       60.1      61.44      61.34      61.56      62.52      61.74      62.92      63.12      64.74      65.94      67.96      69.44      70.56       70.4       72.1      73.76      73.28      74.98      76.48       76.9      77.42       79.3      82.16      83.28      82.18      83.32      84.36      86.14         86 
         0          1       1.92       2.72       3.68       4.96       6.38       7.36       8.34       9.04         10      11.08      11.62       13.1      14.82      15.08       16.1         17      17.42      18.82      18.88       20.1      22.16       23.1      23.38      23.54      25.52      25.24         26      26.66      27.66      29.36      30.48      31.74      32.62      34.48      34.34      36.04      36.66      37.44      38.84      38.68       39.6      39.94      41.94      41.66      43.16      43.12      44.88       46.3      47.14      46.84      48.38      49.28       50.2      51.94      52.02      53.32      54.28      55.46      58.12      61.58      64.22      66.16      67.46       70.5      72.52       73.8       74.3      75.18      76.02      76.08       75.9      76.12      76.04      76.62      78.56      78.54      79.38         80      79.86      80.56      80.62      81.64      82.68      83.14      85.06       86.5      87.32      87.92       88.8      91.08      89.38      90.44      92.76      91.52      92.04      92.56      94.56      95.76 
         0          1       1.94       2.98        4.1       5.34       6.42       7.58       8.58       9.18       9.96       10.6      12.38      13.44       14.2      14.96       16.3      17.02      17.78      19.16      19.34      20.14      21.18      22.74      24.34       25.3      26.34      27.82       29.2       30.2      30.76      32.76      33.32      33.88      35.24      36.08       39.2       39.6      41.18      42.62      42.74      44.24       45.2      45.62      46.84      48.08      49.14      49.16      49.54      51.74      53.38      53.62      55.48       56.9      58.92      59.14      59.92      62.48      64.14      64.02      64.48      65.78      66.96      69.02      68.48      68.94      69.52      70.06      72.16       72.8      71.68      73.66      74.14      75.14      77.72       77.9       78.2      79.86      83.28      84.48      86.36      88.04       89.3      89.54      90.24       90.3      91.56      90.96      90.22      90.78      94.46       95.4       96.3       96.1       96.9      95.86      98.24      96.88      97.98      97.34 
         0          1       1.94       3.06        4.1        4.9       5.76          7       8.12      10.06      10.86       11.9      12.84      13.48      13.94      15.16       15.9      17.16       17.4       17.6      18.44      18.98      20.18      21.42      22.98       23.5      24.76       25.8      25.98      26.76       27.4      28.72      30.92      30.96      32.14      32.74      33.18      35.24       36.3      38.22      41.68      43.38      45.38      47.22      48.72      49.84      50.46      50.72      51.56       52.9       53.1      55.44       56.5      57.84      57.34      58.18      58.08       60.3      62.48      63.48      65.74      66.56      67.36      68.82      70.56      70.86      72.22      72.78      74.32      75.84      75.88      76.22      77.52      79.28         81      80.74      83.24      85.94       86.5      85.94      86.16      86.32      87.18      88.76      91.98      92.76      94.22      96.22      97.88      98.02      99.66      99.12     100.64     100.72     100.18      100.6     100.34     101.28      102.3     100.84 
         0          1       1.82       2.66       3.86       4.58       5.84       7.44        8.6       9.98      10.34      12.04      12.74       13.6      15.22      16.68      18.04       18.8      19.82      20.66       21.3       22.8       23.7      24.16         25      25.44      26.86      26.96      28.62      29.86       29.9      31.62      32.42      33.42       33.4      34.34       35.5      36.34       36.7      38.44       39.1      40.68      42.36      43.54       44.4      45.38       45.4      45.16      46.72      47.28      48.16      48.98      49.78      49.28      50.16       51.5         52       51.1      52.54      53.02      54.04      56.82      57.28      58.92      60.92      63.36      61.82      61.38      61.52         63      63.96      64.48      66.94      67.78      70.08      71.94       71.9       73.7       74.3      74.54      75.14      76.96         78      81.42      83.94      82.84      83.28      83.04      83.84      85.36      85.78      85.18      86.06       86.5      86.62      86.88      90.04      92.12      93.66      93.68 
         0          1       1.84       2.64       3.86        4.9       6.14       7.16       8.46       9.68       10.2      10.86      11.74         13      13.88      14.76      15.36      16.06      16.82      18.26       18.5      19.84      21.54      22.22      23.54       24.8      26.38      26.68      27.72      29.22      29.92       30.7       31.2      32.24      34.68       35.1      36.02       37.5      37.96       38.3      40.04       41.9      43.64      44.62      45.16      47.06      48.78      49.94      51.36      52.24         53      54.62      54.92      56.58      57.04      58.56       58.2      59.54      61.36      61.14      61.94      61.26      62.36      62.98      63.88       63.4      64.84      65.38      66.78      69.18      68.82      69.36      71.26      72.82      73.78      73.06      75.06      75.18      76.54      77.02      78.28      79.44      80.58      79.24      81.82      81.58      81.62      81.46      82.08      84.04      83.78      83.28         84      83.12      84.76      86.22      87.78      88.82      89.12      89.44 
         0          1       1.96       2.74       3.76       4.62       5.58       6.74       7.78       9.66      10.58      11.76      12.54      13.48      14.14      15.58      16.38       17.1      18.12      18.86      20.02      22.08      22.86      24.32      25.58      26.66      27.44      28.54       30.1      30.86       31.2      32.52      34.42      35.42      36.36       37.2      37.74      39.28      40.76      41.88      42.54      44.14      45.64       46.1      45.82       47.2       48.4      48.84      50.38      50.36      50.94       52.4      53.72      53.68      54.84      56.28      55.76      55.98      56.68      57.84      58.56      59.34       61.2      62.94      63.32      63.66      63.46      65.48      67.18      68.14      69.02      71.74      73.68      73.76      75.98      78.34       79.3       80.2      80.78      80.72      82.92      83.54      85.58      87.16      87.34      87.92      87.78      88.18      90.34      92.44      92.28      93.18       93.5      94.06      95.58      96.64      97.82      98.36     100.12     101.58 
         0          1       1.96        3.2       4.36        5.3       6.44       7.76       8.48       9.44      10.24      10.82      11.34       12.6      13.58      14.88       15.9      17.46      17.86      18.64      18.84      20.52      21.94      22.52       24.7      26.84      27.78      29.28      30.52      32.02      33.12      34.26      35.26      36.68         37         40      41.72      42.76      43.94      44.64      45.78      47.06      47.58      48.64       48.7      49.04      51.52      52.48      52.58       53.5      53.92      54.84      54.94      54.44      56.44      58.42      58.64      59.66      60.08      62.48      63.14      63.98      65.32      65.16      65.68      66.36      68.12      70.32       70.9       72.6      73.88       75.2      75.36      75.84      75.88      78.36      81.74      82.12      83.52      85.16      88.02      89.82      91.54      92.78      95.24      98.04       98.1      98.68     102.28     102.48     103.02     105.22      106.8     107.94     109.38     110.18      110.2     111.02     111.96     112.88 
