0.997249 0
1.00156 0.00430649
1.0009 0.00257196
1.00149 0.00191262
0.999997 0.00210306
1.00096 0.00197078
1.00195 0.00193324
1.00136 0.00177271
1.00127 0.0015662
1.00104 0.00141993
1.00154 0.00138099
1.00213 0.00138877
1.00139 0.00147347
1.00165 0.00138878
1.00222 0.00141031
1.00205 0.00132977
1.00182 0.00126952
1.00185 0.00119717
1.00178 0.00113417
1.00128 0.00118853
1.00128 0.00113051
1.00162 0.00113045
1.0015 0.00108667
1.00163 0.00104855
1.0012 0.00109366
1.00114 0.00105259
1.00113 0.00101288
1.00103 0.000980934
1.00071 0.00100006
1.0009 0.000985108
1.00062 0.0009938
1.00081 0.000981447
1.00098 0.000964948
1.00083 0.000947562
1.0008 0.000920683
1.00073 0.000897223
1.00095 0.000899556
1.00078 0.000890867
1.00054 0.000900575
1.00057 0.000878113
1.00058 0.000856463
1.00067 0.000840676
1.00067 0.000820904
1.00056 0.000809957
1.00046 0.000797815
1.00027 0.000801789
1.00012 0.00079991
1.00008 0.000783826
1.00007 0.000767806
1.00004 0.000752853
1.00009 0.000739331
1.00013 0.000726504
1.00015 0.000712942
1.00019 0.000700791
1.00008 0.000696621
1.00009 0.000684099
1.00009 0.000672012
1.00012 0.000660937
1.0002 0.000653807
1.00023 0.000643504
1.00023 0.000632867
1.00015 0.000627896
1.00003 0.000629085
1.00004 0.000619432
0.999913 0.000623811
0.999956 0.000615753
0.999952 0.000606505
1.00001 0.000599979
1.00003 0.000591614
1.00003 0.000583114
1.00005 0.000575066
0.999997 0.00056931
0.99994 0.000564323
0.999916 0.000557144
0.999919 0.000549673
0.999856 0.000546072
0.99979 0.000543011
0.999825 0.00053717
0.999885 0.000533676
0.999926 0.000528554
1 0.000527616
0.999997 0.000521168
0.999917 0.000521043
1.00002 0.00052469
1.00007 0.000520583
1.00001 0.000517281
0.999997 0.000511503
0.999942 0.000508722
0.999939 0.00050298
0.999987 0.000499661
1.00005 0.000497682
1.00005 0.000492265
1.00011 0.000490248
1.00017 0.00048888
1.00014 0.000484749
1.00012 0.000479885
1.00016 0.00047651
1.00023 0.00047645
1.00016 0.000476986
1.00007 0.00048005
